id_station_itinerance;code_insee_commune;coordonneesXY;puissance_nominale;consolidated_longitude;consolidated_latitude;consolidated_commune;nbre_pdc
FRS81P81305001;81305;[2.424945116043091, 43.692832946777344];18.0;2.424945116043091;43.692832946777344;Vabre;2
FRS81P81303001;81303;[2.478710889816284, 43.944393157958984];18.0;2.478710889816284;43.94439315795898;Trébas;2
FRS81P81295001;81295;[2.3394370079040527, 43.834110260009766];22.0;2.3394370079040527;43.834110260009766;Teillet;2
FRS81P81288001;81288;[2.067189931869507, 43.45048904418945];3.7;2.067189931869507;43.45048904418945;Sorèze;2
FRS81P81276001;81276;[1.6879570484161377, 43.90650177001953];18.0;1.6879570484161377;43.90650177001953;Salvagnac;2
FRS81P81271002;81271;[1.6881870031356812, 43.77433395385742];50.0;1.6881870031356812;43.77433395385742;Saint-Sulpice-la-Pointe;4
FRS81P81219002;81219;[2.005876064300537, 43.56714630126953];3.7;2.005876064300537;43.56714630126953;Puylaurens;2
FRS81P81308001;81340;[2.4020469188690186, 44.20267486572266];3.7;2.4020469188690186;44.20267486572266;;2
FRS81P81284001;81284;[2.1126410961151123, 43.917640686035156];3.7;2.1126410961151123;43.91764068603516;Le Sequestre;2
FRS81P81163003;81163;[2.374217987060547, 43.49774932861328];18.0;2.374217987060547;43.49774932861328;Mazamet;2
FRS81P81163002;81163;[2.394836902618408, 43.497249603271484];3.7;2.394836902618408;43.49724960327149;Mazamet;2
FRS81P81156001;81156;[2.0292959213256836, 43.91775894165039];3.7;2.029295921325684;43.91775894165039;Marssac-sur-Tarn;2
FRS81P81145001;81145;[1.8088539838790894, 43.85410690307617];3.7;1.8088539838790891;43.85410690307617;Lisle-sur-Tarn;2
FRS81P81163001;81163;[2.378649950027466, 43.49032974243164];18.0;2.378649950027466;43.49032974243164;Mazamet;2
FRS81P81140002;81140;[1.814653992652893, 43.69834518432617];18.0;1.814653992652893;43.69834518432617;Lavaur;2
FRS81P81140004;81140;[1.8164160251617432, 43.696937561035156];36.0;1.8164160251617432;43.69693756103516;Lavaur;2
FRS81P81140003;81140;[1.8132929801940918, 43.70338821411133];3.7;1.813292980194092;43.70338821411133;Lavaur;2
FRS81P81140001;81140;[1.8155440092086792, 43.699100494384766];18.0;1.8155440092086792;43.699100494384766;Lavaur;2
FRS81P81163004;81163;[2.384265899658203, 43.50004959106445];3.7;2.384265899658203;43.50004959106445;Mazamet;2
FRS81P81201001;81190;[2.234515905380249, 44.800895690918];3.7;2.234515905380249;44.800895690918;;2
FRS81P81217001;81217;[1.7118120193481445, 43.99269104003906];18.0;1.7118120193481443;43.99269104003906;Puycelsi;2
FRS81P81209001;81209;[2.4057199954986572, 43.50426483154297];18.0;2.405719995498657;43.50426483154297;Pont-de-Larn;2
FRS81P81204001;81204;[2.353990077972412, 43.520050048828125];18.0;2.353990077972412;43.520050048828125;Payrin-Augmontel;2
FRS81P81202001;81202;[1.8311359882354736, 43.79899597167969];22.0;1.8311359882354736;43.79899597167969;Parisot;2
FRS81P81192001;81192;[2.859837055206299, 43.68306350708008];18.0;2.859837055206299;43.68306350708008;Murat-sur-Vèbre;2
FRS81P81182001;81182;[2.3264429569244385, 43.721309661865234];3.7;2.3264429569244385;43.721309661865234;Montredon-Labessonnié;2
FRS81P81170002;81640;[2.0968520641326904, 44.7164764404297];18.0;2.0968520641326904;44.7164764404297;;2
FRS81P81168001;81168;[2.1652369499206543, 44.13813781738281];22.0;2.1652369499206543;44.13813781738281;Mirandol-Bourgnounac;2
FRS81P81311001;81311;[2.1924591064453125, 43.72785186767578];18.0;2.1924591064453125;43.72785186767578;Vénès;2
FRS81P81139001;81139;[2.136241912841797, 43.70491409301758];22.0;2.136241912841797;43.70491409301758;Lautrec;2
FRSIPP94003003;94003;[2.337156057357788, 48.80538558959961];3.7;2.337156057357788;48.80538558959961;Arcueil;5
FRSIPP94003001;94003;[2.331594944000244, 48.80000686645508];3.7;2.331594944000244;48.80000686645508;Arcueil;4
FRSIPP94003005;94003;[2.328369617462158, 48.80928039550781];3.7;2.328369617462158;48.80928039550781;Arcueil;4
FRSIPP94002004;94002;[2.426953077316284, 48.796146392822266];3.7;2.426953077316284;48.796146392822266;Alfortville;6
FRSIPP94002002;94002;[2.414099931716919, 48.80550003051758];3.7;2.414099931716919;48.80550003051758;Alfortville;6
FRSIPP92004014;92004;[2.2878990173339844, 48.90993881225586];22.0;2.2878990173339844;48.90993881225586;Asnières-sur-Seine;2
FRSIPP92004009;92004;[2.2754082679748535, 48.90953063964844];7.4;2.275408267974853;48.90953063964844;Asnières-sur-Seine;4
FRSIPP92004005;92004;[2.281687021255493, 48.91757583618164];7.4;2.281687021255493;48.91757583618164;Asnières-sur-Seine;4
FRSIPP94003006;94003;[2.344703197479248, 48.800418853759766];7.4;2.344703197479248;48.800418853759766;Arcueil;2
FRSIPP94003002;94003;[2.328829050064087, 48.80406188964844];22.0;2.328829050064087;48.80406188964844;Arcueil;4
FRP31P81004001;81004;[2.182697, 43.919557];0.0;2.182697;43.919557;Albi;2
FRSIPP94002005;94002;[2.4130635261535645, 48.814632415771484];3.7;2.4130635261535645;48.81463241577149;Alfortville;4
FRSIPP94002006;94002;[2.4212770462036133, 48.80537033081055];7.4;2.4212770462036133;48.80537033081055;Alfortville;6
FRS81P81325001;81325;[2.1761410236358643, 43.5535888671875];3.7;2.1761410236358643;43.5535888671875;Viviers-lès-Montagnes;2
FRS81P81317001;81317;[2.330476999282837, 43.896087646484375];22.0;2.330476999282837;43.896087646484375;Villefranche-d'Albigeois;2
FRS81P81315001;81315;[2.0924670696258545, 43.62276077270508];18.0;2.0924670696258545;43.62276077270508;Vielmur-sur-Agout;2
FRS81P81314001;81314;[2.581712007522583, 43.73695755004883];3.7;2.581712007522583;43.73695755004883;Viane;2
FRSIPP94002003;94002;[2.4288220405578613, 48.78900146484375];3.7;2.4288220405578613;48.78900146484375;Alfortville;6
FRSIPP94002008;94002;[2.4229750633239746, 48.79961013793945];7.4;2.4229750633239746;48.79961013793945;Alfortville;2
FRSIPP94002007;94002;[2.427835702896118, 48.784095764160156];3.7;2.427835702896118;48.78409576416016;Alfortville;6
FRSIPP94002001;94002;[2.425600051879883, 48.802398681640625];7.4;2.425600051879883;48.80239868164063;Alfortville;5
FRS81P81131001;81131;[1.9900859594345093, 43.89863967895508];18.0;1.9900859594345093;43.89863967895508;Lagrave;2
FRZ21P45234001;45234;[1.8980833, 47.9150625];0.0;1.8980833;47.9150625;Orléans;2
FRS81P81004005;81004;[2.149669885635376, 43.92179870605469];22.0;2.149669885635376;43.92179870605469;Albi;2
FRS81P81003001;81003;[2.4641549587249756, 43.88747024536133];3.7;2.464154958724976;43.88747024536133;Alban;2
FRZ21P76540001;76540;[1.0913364, 49.4385718];0.0;1.0913364;49.4385718;Rouen;2
FRZ21P51454001;51454;[4.0208545, 49.2604389];0.0;4.0208545;49.2604389;Reims;2
FRZ21P54395001;54395;[6.1655522, 48.6730529];0.0;6.1655522;48.6730529;Nancy;2
FRS81P81004009;81004;[2.17278790473938, 43.933963775634766];50.0;2.17278790473938;43.933963775634766;Albi;4
FRZ21P13210001;13055;[5.3924652, 43.2837604];0.0;5.3924652;43.2837604;Marseille;2
FRZ21P69383001;69123;[4.8529745, 45.7601046];0.0;4.8529745;45.7601046;Lyon;2
FRZ21P59350001;59350;[3.0739511, 50.6331275];0.0;3.0739511;50.6331275;Lille;2
FRZ21P21231001;21231;[5.0227809, 47.3208162];0.0;5.0227809;47.3208162;Dijon;2
FRS81P81010001;81010;[2.3773438930511475, 43.94472885131836];22.0;2.3773438930511475;43.94472885131836;Ambialet;2
FRS81P81004008;81004;[2.1396079063415527, 43.92757034301758];22.0;2.1396079063415527;43.92757034301758;Albi;2
FRS81P81004013;81004;[2.166381359100342, 43.92156982421875];43.0;2.166381359100342;43.92156982421875;Albi;2
FRS81P81004010;81004;[2.1353750228881836, 43.93153762817383];36.0;2.135375022888184;43.93153762817383;Albi;2
FRS81P81004001;81004;[2.137049913406372, 43.926753997802734];22.0;2.137049913406372;43.926753997802734;Albi;2
FRS81P81004003;81004;[2.1424360275268555, 43.93806076049805];22.0;2.1424360275268555;43.93806076049805;Albi;2
FRS81P81004007;81004;[2.139636993408203, 43.927642822265625];22.0;2.139636993408203;43.927642822265625;Albi;2
FRS81P81004011;81004;[2.181804895401001, 43.92131042480469];3.7;2.181804895401001;43.92131042480469;Albi;2
FRS81P81004004;81004;[2.137550115585327, 43.94621276855469];22.0;2.137550115585327;43.94621276855469;Albi;2
FRS81P81004006;81004;[2.1382639408111572, 43.91987609863281];3.7;2.138263940811157;43.91987609863281;Albi;2
FRZ21P14118001;14000;[0.3588884, 49.2103887];0.0;0.3588884;49.2103887;;2
FRZ21P25056001;25056;[5.96818, 47.2155506];0.0;5.96818;47.2155506;Besançon;2
FRH01P62765003;62765;[2.2595720291137695, 50.75386428833008];3.7;2.259572029113769;50.75386428833008;Saint-Omer;2
FRH01P62811001;62811;[2.2602899074554443, 50.63859939575195];22.0;2.2602899074554443;50.63859939575195;Thérouanne;2
FRH01P62807001;62757;[2.2087090015411377, 50.74429702758789];22.0;2.2087090015411377;50.74429702758789;Saint-Martin-lez-Tatinghem;2
FRH01P62765009;62765;[2.253588914871216, 50.751529693603516];3.7;2.253588914871216;50.75152969360352;Saint-Omer;2
FRH01P62765002;62765;[2.251863956451416, 50.7530632019043];3.7;2.251863956451416;50.7530632019043;Saint-Omer;2
FRH01P62765007;62765;[2.2628719806671143, 50.751583099365234];22.0;2.2628719806671143;50.751583099365234;Saint-Omer;2
FRH01P62765004;62765;[2.2654879093170166, 50.75224304199219];3.7;2.2654879093170166;50.75224304199219;Saint-Omer;2
FRH01P62765008;62765;[2.2506000995635986, 50.75149917602539];22.0;2.250600099563598;50.75149917602539;Saint-Omer;2
FRH01P62765006;62765;[2.261399984359741, 50.757598876953125];3.7;2.261399984359741;50.757598876953125;Saint-Omer;2
FRH01P62811002;62811;[2.258157968521118, 50.63579177856445];22.0;2.258157968521118;50.63579177856445;Thérouanne;2
FRH01P62819001;62819;[2.194598913192749, 50.77835464477539];3.7;2.194598913192749;50.77835464477539;Tilques;2
FRZ21P80021001;80021;[2.303479, 49.889749];0.0;2.303479;49.889749;Amiens;2
FRZ21P13001001;13001;[5.3699186, 43.4775204];0.0;5.3699186;43.4775204;Aix-en-Provence;2
FRBE2P13001002;13001;[5.449729919433594, 43.52830123901367];3.7;5.449729919433594;43.52830123901367;Aix-en-Provence;2
FRH01P62297001;62297;[2.153831958770752, 50.80533218383789];3.7;2.153831958770752;50.80533218383789;Éperlecques;2
FRH01P62904001;62904;[2.0542728900909424, 50.81455612182617];22.0;2.0542728900909424;50.81455612182617;Zouafques;2
FRH01P62902001;62902;[2.2280969619750977, 50.709617614746094];22.0;2.2280969619750977;50.709617614746094;Wizernes;2
FRH01P62901001;62014;[2.3923659324645996, 50.667320251464844];3.7;2.3923659324646;50.66732025146485;Aire-sur-la-Lys;2
FRH01P62875001;62875;[2.3440101146698, 50.71057891845703];3.7;2.3440101146698;50.71057891845703;Wardrecques;2
FRS81P81065006;81065;[2.2535600662231445, 43.620208740234375];22.0;2.2535600662231445;43.620208740234375;Castres;2
FRS81P81076001;81076;[1.8843339681625366, 43.56930160522461];3.7;1.8843339681625368;43.56930160522461;Cuq-Toulza;2
FRS81P81069001;81170;[1.9599820375442505, 44.6129837036133];22.0;1.9599820375442505;44.6129837036133;;2
FRS81P81065005;81065;[2.241856098175049, 43.604713439941406];3.7;2.241856098175049;43.604713439941406;Castres;2
FRS81P81065012;81065;[2.2470059394836426, 43.603641510009766];22.0;2.2470059394836426;43.603641510009766;Castres;2
FRS81P81065011;81065;[2.2472848892211914, 43.60404968261719];22.0;2.2472848892211914;43.60404968261719;Castres;4
FRS81P81065002;81065;[2.2487239837646484, 43.60177230834961];22.0;2.2487239837646484;43.60177230834961;Castres;2
FRS81P81065004;81065;[2.2413389682769775, 43.607730865478516];22.0;2.241338968276977;43.60773086547852;Castres;2
FRS81P81065001;81065;[2.2384660243988037, 43.60894775390625];22.0;2.238466024398804;43.60894775390625;Castres;2
FRS81P81065003;81065;[2.2577879428863525, 43.6220817565918];22.0;2.2577879428863525;43.6220817565918;Castres;2
FRS81P81110001;81081;[2.136859893798828, 43.48345184326172];3.7;2.136859893798828;43.48345184326172;Dourgne;2
FRS81P81099001;81099;[1.8971070051193237, 43.90098571777344];3.7;1.897107005119324;43.90098571777344;Gaillac;2
FRS81P81120001;81120;[2.262089967727661, 43.537628173828125];3.7;2.262089967727661;43.537628173828125;Labruguière;2
FRS81P81128001;81128;[2.348051071166992, 43.66283416748047];3.7;2.348051071166992;43.66283416748047;Lacrouzette;2
FRS81P81014001;81014;[2.5648488998413086, 43.56538391113281];3.7;2.5648488998413086;43.56538391113281;Anglès;2
FRS81P81124002;81124;[2.6930136680603027, 43.707054138183594];18.0;2.6930136680603027;43.7070541381836;Lacaune;2
FRS81P81124001;81124;[2.692890167236328, 43.70732879638672];36.0;2.692890167236328;43.70732879638672;Lacaune;2
FRS81P81105003;81105;[1.986894965171814, 43.761837005615234];18.0;1.986894965171814;43.761837005615234;Graulhet;2
FRS81P81105001;81105;[1.992784023284912, 43.76289749145508];36.0;1.992784023284912;43.76289749145508;Graulhet;2
FRS81P81105002;81105;[1.9975800514221191, 43.76072311401367];3.7;1.9975800514221191;43.76072311401367;Graulhet;2
FRS81P81099002;81099;[1.8934990167617798, 43.90058135986328];43.0;1.89349901676178;43.90058135986328;Gaillac;2
FRS81P81046001;81046;[1.9813309907913208, 43.85051345825195];22.0;1.9813309907913208;43.85051345825195;Cadalen;2
FRS81P81042001;81042;[2.3175439834594727, 43.6357536315918];22.0;2.3175439834594727;43.6357536315918;Burlats;2
FRS81P81052001;81052;[2.2146658897399902, 43.91374588012695];22.0;2.2146658897399902;43.91374588012695;Cambon;2
FRS81P81051001;81051;[1.9091559648513794, 43.98230743408203];3.7;1.9091559648513796;43.98230743408203;Cahuzac-sur-Vère;2
FRS81P81048001;81048;[2.1403000354766846, 43.985897064208984];18.0;2.140300035476685;43.98589706420898;Cagnac-les-Mines;2
FRS81P81039001;81039;[1.9082460403442383, 43.75190734863281];3.7;1.9082460403442385;43.75190734863281;Briatexte;2
FRS81P81060002;81400;[2.1535539627075195, 44.4802703857422];3.7;2.1535539627075195;44.4802703857422;;2
FRS81P81037001;81037;[2.496328115463257, 43.63097381591797];18.0;2.496328115463257;43.63097381591797;Brassac;2
FRS81P81033001;81400;[2.1561410427093506, 44.26878356933594];22.0;2.1561410427093506;44.26878356933594;;2
FRS81P81032001;81032;[2.0083799362182617, 43.529781341552734];18.0;2.0083799362182617;43.529781341552734;Blan;2
FRS81P81065008;81065;[2.217634916305542, 43.593265533447266];50.0;2.217634916305542;43.59326553344727;Castres;4
FRS81P81060001;81400;[2.1536059379577637, 44.4805374145508];3.7;2.153605937957764;44.4805374145508;;2
FRS81P81064001;81064;[1.822348952293396, 43.964111328125];3.7;1.822348952293396;43.964111328125;Castelnau-de-Montmiral;2
FRS81P81065009;81065;[2.262799024581909, 43.56671905517578];36.0;2.262799024581909;43.56671905517578;Castres;2
FRS81P81065010;81065;[2.2319300174713135, 43.59931564331055];22.0;2.231930017471313;43.59931564331055;Castres;2
FRS81P81065007;81065;[2.24343204498291, 43.603248596191406];22.0;2.24343204498291;43.603248596191406;Castres;2
FRS81P81063001;81063;[2.0854599475860596, 43.93825149536133];3.7;2.08545994758606;43.93825149536133;Castelnau-de-Lévis;2
FRS81P81060003;81400;[2.153503894805908, 44.4800033569336];36.0;2.153503894805908;44.4800033569336;;2
FREVBP2211073;33200;[-0.67021924, 44.87476787];22.0;-0.67021924;44.87476787;Le Haillan;12
FRS18P18043;18043;[2.1854754,46.7931797];18.0;2.1854754;46.7931797;La Celle-Condé;2
FRS18P18050;18050;[2.3216257,47.0627442];18.0;2.3216257;47.0627442;La Chapelle-Saint-Ursin;2
FRS18P18047;18047;[2.4319539,47.3643481];18.0;2.4319539;47.3643481;La Chapelle-d'Angillon;2
FRS18P18033M;18033;[2.3831938,47.0828204];18.0;2.3831938;47.0828204;Bourges;2
FRS18P18035;18035;[2.6196909,47.1238181];18.0;2.6196909;47.1238181;Brécy;2
FRS18P18055;18055;[2.1174549,46.9924213];18.0;2.1174549;46.9924213;Chârost;2
FRS18P18033S;18033;[2.3987131,47.0807651];18.0;2.3987131;47.0807651;Bourges;2
FRS18P18033O;18033;[2.4155377,47.0814423];18.0;2.4155377;47.0814423;Bourges;2
FRS18P18033N;18033;[2.3881067,47.0833417];18.0;2.3881067;47.0833417;Bourges;2
FRS18P18059;18059;[2.2834187,46.6423156];18.0;2.2834187;46.6423156;Le Châtelet;2
FRS18P18103;18103;[1.844376,47.1428978];18.0;1.844376;47.1428978;Graçay;2
FRS18P18088B;18088;[2.4350891,47.411948];18.0;2.4350891;47.411948;Ennordres;2
FRS18P18033L;18033;[2.3999656,47.091359];18.0;2.3999656;47.091359;Bourges;2
FRS18P18108A;18108;[2.9488165,46.9518797];18.0;2.9488165;46.9518797;La Guerche-sur-l'Aubois;2
FRS18P18096;18096;[2.1604604,47.1786933];18.0;2.1604604;47.1786933;Foëcy;2
FRS18P18092;18092;[2.6502551,47.0732019];18.0;2.6502551;47.0732019;Farges-en-Septaine;2
FRS18P18065;18065;[2.1164165,46.8267421];18.0;2.1164165;46.8267421;Chezal-Benoît;2
FRS18P18087;18087;[2.5651538,46.8828722];18.0;2.5651538;46.8828722;Dun-sur-Auron;2
FRS18P18083;18083;[2.3465169,46.5471416];18.0;2.3465169;46.5471416;Culan;2
FRS18P18082;18082;[3.0676172,46.9472749];18.0;3.0676172;46.9472749;Cuffy;2
FRS18P18015A;18015;[2.4378559,47.4912269];18.0;2.4378559;47.4912269;Aubigny-sur-Nère;2
FRS18P18033K;18033;[2.3928684,47.0966819];18.0;2.3928684;47.0966819;Bourges;2
FRS18P18018B;18018;[2.6519766,47.0327243];18.0;2.6519766;47.0327243;Avord;2
FRS18P18030;18030;[2.5285667,47.5322031];18.0;2.5285667;47.5322031;Blancafort;2
FRS18P18023;18023;[2.7294331,47.0822449];18.0;2.7294331;47.0822449;Baugy;2
FRS18P18021;18021;[2.7134376,46.8010561];18.0;2.7134376;46.8010561;Bannegon;2
FRS18P18018A;18018;[2.653584,47.0357121];18.0;2.653584;47.0357121;Avord;2
FRS18P18032;18032;[2.8732176,47.4239562];18.0;2.8732176;47.4239562;Boulleret;2
FRS18P18015B;18015;[2.441539,47.489301];18.0;2.441539;47.489301;Aubigny-sur-Nère;2
FRS18P18004;18004;[2.3184789,47.2257841];18.0;2.3184789;47.2257841;Allogny;2
FRS18P18108B;18108;[2.9404834,46.9397677];18.0;2.9404834;46.9397677;La Guerche-sur-l'Aubois;2
FRS18P18033A;18033;[2.390722,47.0840408];18.0;2.390722;47.0840408;Bourges;2
FRS18P18033F;18033;[2.4187137,47.0770328];18.0;2.4187137;47.0770328;Bourges;2
FRS18P18033J;18033;[2.4314384,47.0960894];18.0;2.4314384;47.0960894;Bourges;2
FRS18P18033I;18033;[2.3904936,47.0771742];18.0;2.3904936;47.0771742;Bourges;2
FRS18P18033G;18033;[2.4030391,47.0818529];18.0;2.4030391;47.0818529;Bourges;2
FRS18P18033E;18033;[2.3749338,47.0690597];18.0;2.3749338;47.0690597;Bourges;2
FRS18P18033D;18033;[2.4045651,47.1055485];18.0;2.4045651;47.1055485;Bourges;2
FRS18P18033C;18033;[2.4026873,47.1240694];18.0;2.4026873;47.1240694;Bourges;2
FRS18P18033B;18033;[2.3983808,47.063062];18.0;2.3983808;47.063062;Bourges;2
FRS18P18147;18147;[2.3079044,47.4479337];18.0;2.3079044;47.4479337;Ménétréol-sur-Sauldre;2
FRS18P18242;18242;[2.9214142,46.8295479];18.0;2.9214142;46.8295479;Sancoins;2
FRS18P18241;18241;[2.8365479,47.331518];18.0;2.8365479;47.331518;Sancerre;2
FRS18P18233;18233;[2.8578603,47.3369104];18.0;2.8578603;47.3369104;Saint-Satur;2
FRS18P18223;18223;[2.4180206,47.204208];18.0;2.4180206;47.204208;Saint-Martin-d'Auxigny;2
FRS18P18218;18218;[2.509975,46.9923185];18.0;2.509975;46.9923185;Saint-Just;2
FRS18P18215;18215;[2.8885775,47.0447626];18.0;2.8885775;47.0447626;Saint-Hilaire-de-Gondilly;2
FRS18P18213;18213;[2.4826762,47.1001602];18.0;2.4826762;47.1001602;Saint-Germain-du-Puy;2
FRS18P18207B;18207;[2.2658983,47.004323];18.0;2.2658983;47.004323;Saint-Florent-sur-Cher;2
FRS18P18207A;18207;[2.2447831,46.9925471];18.0;2.2447831;46.9925471;Saint-Florent-sur-Cher;2
FRS18P18205B;18205;[2.3731237,47.1012245];18.0;2.3731237;47.1012245;Saint-Doulchard;2
FRS18P18205A;18205;[2.3729787,47.101045];18.0;2.3729787;47.101045;Saint-Doulchard;2
FRS18P18197C;18197;[2.494950,46.725562];18.0;2.49495;46.725562;Saint-Amand-Montrond;2
FRS18P18263;18263;[1.935038,47.254776];18.0;1.935038;47.254776;Thénioux;2
FRS18P18109A;18109;[2.5261736,47.3032144];18.0;2.5261736;47.3032144;Henrichemont;2
FRS18P18279E;18279;[2.0676642,47.2457138];18.0;2.0676642;47.2457138;Vierzon;2
FRS18P18279D;18279;[2.0600808,47.2260602];18.0;2.0600808;47.2260602;Vierzon;2
FRS18P18279C;18279;[2.0986401,47.2179487];18.0;2.0986401;47.2179487;Vierzon;2
FRS18P18279A;18279;[2.064954,47.222651];18.0;2.064954;47.222651;Vierzon;2
FRS18P18279;18279;[2.2018356,47.0811526];18.0;2.2018356;47.0811526;;2
FRS18P18272;18272;[2.7572507,47.2576027];18.0;2.7572507;47.2576027;Veaugues;2
FRS18P18270;18270;[2.3707813,46.8011587];18.0;2.3707813;46.8011587;Vallenay;2
FRS18P18269;18269;[2.6508327,47.4583069];18.0;2.6508327;47.4583069;Vailly-sur-Sauldre;2
FRS18P18267;18267;[2.3580642,47.0101595];18.0;2.3580642;47.0101595;Trouy;2
FRS18P18197B;18197;[2.5072402,46.7209067];18.0;2.5072402;46.7209067;Saint-Amand-Montrond;2
FRS18P18138;18138;[2.2839464,47.10178];18.0;2.2839464;47.10178;Marmagne;2
FRS18P18159;18159;[2.1957124,47.3504379];18.0;2.1957124;47.3504379;Nançay;2
FRS18P18148;18148;[2.0500585,47.1626718];18.0;2.0500585;47.1626718;Méreau;2
FRS18P18145;18145;[2.4902011,47.2317681];18.0;2.4902011;47.2317681;Menetou-Salon;2
FRS18P18140;18140;[1.9958933,47.155189];18.0;1.9958933;47.155189;Massay;2
FRS18P18160;18160;[2.8114988,46.9973881];18.0;2.8114988;46.9973881;Nérondes;2
FRS18P18135;18135;[2.2154698,46.6395865];18.0;2.2154698;46.6395865;Maisonnais;2
FRS18P18126;18126;[2.4072566,46.9254674];18.0;2.4072566;46.9254674;Levet;2
FRS18P18125;18125;[2.8750411,47.4736226];18.0;2.8750411;47.4736226;Léré;2
FRS18P18165;18165;[2.2548729,47.3148464];18.0;2.2548729;47.3148464;Neuvy-sur-Barangeon;2
FRS18P18180;18180;[2.4522788,46.9980069];18.0;2.4522788;46.9980069;Plaimpied-Givaudins;2
FRS18P18197A;18197;[2.505091,46.721011];18.0;2.505091;46.721011;Saint-Amand-Montrond;2
FRS18P18194;18194;[2.6134124,47.1853353];18.0;2.6134124;47.1853353;Rians;2
FRS18P18192;18192;[2.3515222,46.5770422];18.0;2.3515222;46.5770422;Reigny;2
FRS18P18191;18191;[2.6852991,46.9695843];18.0;2.6852991;46.9695843;Raymond;2
FRS18P18187;18187;[2.2541854,46.4339652];18.0;2.2541854;46.4339652;Préveranges;2
FRS18P18171;18171;[2.419985,46.714819];18.0;2.419985;46.714819;Orcenais;2
FRS18P18175;18175;[2.784353,46.9306179];18.0;2.784353;46.9306179;Ourouer-les-Bourdelins;2
FRS18P18172;18172;[2.4821,46.72504];18.0;2.4821;46.72504;Orval;2
FRS85P85089A;85089;[-1.31272, 46.714];22.0;-1.31272;46.714;La Ferrière;2
FRS85P85092A;85092;[-0.80378, 46.468151];22.0;-0.80378;46.468151;Fontenay-le-Comte;2
FRS85P85092D;85092;[-0.80859, 46.462];22.0;-0.80859;46.462;Fontenay-le-Comte;2
FRS85P85092B;85092;[-0.80221, 46.462318];50.0;-0.80221;46.462318;Fontenay-le-Comte;1
FRS85P85092C;85092;[-0.80692, 46.46651];22.0;-0.80692;46.46651;Fontenay-le-Comte;2
FRS85P85084B;85084;[-1.23013, 46.774151];22.0;-1.23013;46.774151;Essarts en Bocage;2
FRS85P85060B;85060;[-1.7591, 46.481231];22.0;-1.7591;46.481231;;2
FRS85P85084A;85084;[-1.22665, 46.77294];22.0;-1.22665;46.77294;Essarts en Bocage;2
FRS85P85081A;85081;[-1.38599, 46.73901];22.0;-1.38599;46.73901;Dompierre-sur-Yon;2
FRS85P85070A;85070;[-1.76012, 46.69736];22.0;-1.76012;46.69736;Coëx;2
FRS85P85096A;85096;[-1.83061, 46.89101];22.0;-1.83061;46.89101;La Garnache;2
FRS85P85060A;85060;[-1.73754, 46.504768];22.0;-1.73754;46.504768;;2
FRS85P85128A;85128;[-1.15782, 46.45393];22.0;-1.15782;46.45393;Luçon;2
FRS85P85106A;85106;[-2.235, 46.96945];22.0;-2.235;46.96945;La Guérinière;2
FRS85P85059B;85059;[-0.74243, 46.647221];22.0;-0.74243;46.647221;La Châtaigneraie;2
FRS85P85135A;85135;[-1.22376, 46.53632];22.0;-1.22376;46.53632;Mareuil-sur-Lay-Dissais;2
FRS85P85128B;85128;[-1.16827, 46.454491];22.0;-1.16827;46.454491;Luçon;2
FRS85P85127A;85127;[-1.49111, 46.425529];22.0;-1.49111;46.425529;Longeville-sur-Mer;2
FRS85P85114A;85114;[-1.57682, 46.41642];22.0;-1.57682;46.41642;Jard-sur-Mer;2
FRS85P85113B;85113;[-2.35018, 46.727699];22.0;-2.35018;46.727699;L'Île-d'Yeu;2
FRS85P85113A;85113;[-2.34753, 46.724319];22.0;-2.34753;46.724319;L'Île-d'Yeu;2
FRS85P85109D;85109;[-1.01728, 46.861481];22.0;-1.01728;46.861481;Les Herbiers;2
FRS85P85109C;85109;[-1.01449, 46.871368];22.0;-1.01449;46.871368;Les Herbiers;2
FRS85P85109B;85109;[-1.00948, 46.871399];22.0;-1.00948;46.871399;Les Herbiers;2
FRS85P85109A;85109;[-1.022143, 46.877453];43.0;-1.022143;46.877453;Les Herbiers;2
FRS85P85008A;85008;[-1.4523, 46.596981];22.0;-1.4523;46.596981;Aubigny-Les Clouzeaux;2
FRS85P85059A;85059;[-0.746495, 46.646595];43.0;-0.746495;46.646595;La Châtaigneraie;2
FRS85P85020A;85020;[-0.59512, 46.36944];22.0;-0.59512;46.36944;Benet;2
FRS85P85018A;85018;[-2.040817, 46.914974];22.0;-2.040817;46.914974;Beauvoir-sur-Mer;2
FRS85P85014A;85014;[-0.91576, 46.657139];22.0;-0.91576;46.657139;Bazoges-en-Pareds;2
FRS85P85012B;85012;[-2.11937, 46.88493];22.0;-2.11937;46.88493;La Barre-de-Monts;2
FRS85P85012A;85012;[-2.119488, 46.88022];43.0;-2.119488;46.88022;La Barre-de-Monts;2
FRS85P85011A;85011;[-2.176674, 46.941901];22.0;-2.176674;46.941901;Barbâtre;2
FRS85P85004A;85004;[-1.390747, 46.40573];43.0;-1.390747;46.40573;Angles;2
FRS85P85003B;85003;[-1.60784, 46.74025];22.0;-1.60784;46.74025;Aizenay;2
FRS85P85003A;85003;[-1.61386, 46.74352];22.0;-1.61386;46.74352;Aizenay;2
FRS85P85146A;85146;[-1.31215, 46.974091];22.0;-1.31215;46.974091;Montaigu-Vendée;2
