id_station_itinerance;code_insee_commune;coordonneesXY;puissance_nominale;consolidated_longitude;consolidated_latitude;consolidated_commune;nbre_pdc
FRELCPBLOHM;68042;[7.50290400,47.60821400];225.0;7.502904;47.608214;Blotzheim;8
FRELCPECUSM;69081;[4.78311100,45.78565100];150.0;4.783111;45.785651;Écully;4
FRELCPSBARS;49267;[-0.50261700,47.48171600];150.0;-0.502617;47.481716;Saint-Barthélemy-d'Anjou;4
FRELCPAUBFV;78029;[1.85935500,48.96404000];225.0;1.859355;48.96404;Aubergenville;8
FRELCPCSRKY;38087;[4.79007700,45.58502700];150.0;4.790077;45.585027;Chasse-sur-Rhône;4
FRELCPFREEH;94034;[2.33635700,48.75416000];150.0;2.336357;48.75416;Fresnes;4
FRELCPNANHC;92050;[2.21382200,48.89196800];225.0;2.213822;48.891968;Nanterre;2
FRELCPPLRBO;92060;[2.23839200,48.77325000];150.0;2.238392;48.77325;Le Plessis-Robinson;4
FRELCPAUBVM;93001;[2.37351000,48.91973300];225.0;2.37351;48.919733;Aubervilliers;4
FRELCPORAPG;84087;[4.83868100,44.11893000];150.0;4.838681;44.11893;Orange;4
FRELCPLMAPM;72181;[0.18198600,48.03112600];225.0;0.181986;48.031126;Le Mans;8
FRELCPBORBL;33063;[-0.56711100,44.89088900];225.0;-0.567111;44.890889;Bordeaux;8
FRELCPVITHK;13117;[5.25193300,43.42547400];150.0;5.251933;43.425474;Vitrolles;4
FRELCPVERHC;78644;[1.94541400,48.75730900];150.0;1.945414;48.757309;La Verrière;4
FRELCPSFOMB;69199;[4.85455800,45.71459000];225.0;4.854558;45.71459;Saint-Fons;4
FRELCPMAUCC;78383;[1.91472400,48.76140200];150.0;1.914724;48.761402;Maurepas;4
FRELCPSDRPG;69294;[4.82215900,45.63507900];225.0;4.822159;45.635079;Sérézin-du-Rhône;8
FRELCPBOBHC;93008;[2.45702800,48.90573600];150.0;2.457028;48.905736;Bobigny;4
FRELCPSORDD;84129;[4.88630000,43.98450100];225.0;4.8863;43.984501;Sorgues;6
FRELCPGONHI;95277;[2.46338400,48.96867200];225.0;2.463384;48.968672;Gonesse;8
FRELCPPARIIT;75056;[2.35992000,48.81678400];150.0;2.35992;48.816784;Paris;4
FRELCPRENNO;35238;[-1.68291900,48.08224400];225.0;-1.682919;48.082244;Rennes;4
FRELCPEYSPC;33162;[-0.62896900,44.88076600];150.0;-0.628969;44.880766;Eysines;4
FRELCPAULCE;93005;[2.48696500,48.95119600];225.0;2.486965;48.951196;Aulnay-sous-Bois;8
FRELCPSLMPC;69288;[5.06372600,45.68819600];150.0;5.063726;45.688196;Saint-Laurent-de-Mure;4
FRELCPANGHM;49007;[-0.59341900,47.46851100];150.0;-0.593419;47.468511;Angers;4
FRELCPSJVHC;34270;[3.83571000,43.56750500];150.0;3.83571;43.567505;Saint-Jean-de-Védas;4
FRELCPPASDC;74208;[6.69171800,45.91665700];225.0;6.691718;45.916657;Passy;6
FRELCPARGHC;95018;[2.24146100,48.93517100];150.0;2.241461;48.935171;Argenteuil;4
FRELCPDECPL;59170;[3.10677900,50.34270300];225.0;3.106779;50.342703;Dechy;4
FRELCPBSGPC;77058;[2.70466000,48.83257000];150.0;2.70466;48.83257;Bussy-Saint-Georges;4
FRELCPPESPC;33318;[-0.64491500,44.78838600];150.0;-0.644915;44.788386;Pessac;4
FRELCPVDOBH;33550;[-0.58726300,44.78378500];150.0;-0.587263;44.783785;Villenave-d'Ornon;4
FRELCPBLAPC;31069;[1.37510300,43.63754800];150.0;1.375103;43.637548;Blagnac;4
FRELCPAXPHC;13001;[5.43628000,43.51220700];150.0;5.43628;43.512207;Aix-en-Provence;4
FRELCPCHEHC;77108;[2.60135000,48.87747000];150.0;2.60135;48.87747;Chelles;4
FRELCPULIHM;91692;[2.19833900,48.67884300];150.0;2.198339;48.678843;Les Ulis;4
FRELCPMARHC;13055;[5.35631900,43.37938300];225.0;5.356319;43.379383;Marseille;4
FRELCPRONIH;93064;[2.47552700,48.87816700];225.0;2.475527;48.878167;Rosny-sous-Bois;6
FRELCPBEAGH;21054;[4.85182600,47.00953800];225.0;4.851826;47.009538;Beaune;8
FRELCPGRAHC;33281;[-0.60280900,44.79029300];150.0;-0.602809;44.790293;Mérignac;4
FRELCPGOOOC;76305;[0.22374100,49.50678300];300.0;0.223741;49.506783;Gonfreville-l'Orcher;8
FRELCPVILHC;93078;[2.55363000,48.96130000];150.0;2.55363;48.9613;Villepinte;4
FRELCPCOQCH;62239;[1.80738200,50.92726900];225.0;1.807382;50.927269;Coquelles;8
FRELCPAPBHC;33013;[-0.49805800,44.86747600];150.0;-0.498058;44.867476;Artigues-près-Bordeaux;4
FRELCPLBOHK;93013;[2.43140400,48.93982200];150.0;2.431404;48.939822;Le Bourget;4
FRELCPMONHC;34172;[3.89112700,43.58679900];150.0;3.891127;43.586799;Montpellier;4
FRELCPTOUCM;31555;[1.43238100,43.62731900];150.0;1.432381;43.627319;Toulouse;4
FROTHPOTHR17811;33009;[-1.146988, 44.656649];7000.0;-1.146988;44.656649;Arcachon;1
FROTHPOTHR18151;33009;[-1.201663, 44.641716];7000.0;-1.201663;44.641716;Arcachon;1
FROTHPOTHR17911;33009;[-1.165259, 44.659664];7000.0;-1.165259;44.659664;Arcachon;1
FROTHPOTHR18011;33009;[-1.193047, 44.658496];7000.0;-1.193047;44.658496;Arcachon;1
FRLGCPGACO521;92035;[2.239232, 48.903313];7000.0;2.239232;48.903313;La Garenne-Colombes;1
FRLGCPGACO611;92035;[2.231137, 48.903906];7000.0;2.231137;48.903906;La Garenne-Colombes;1
FRLGCPGACO411;92400;[2.255774, 48.905086];7000.0;2.255774;48.905086;;1
FRLGCPGACO221;92035;[2.237217, 48.908458];7000.0;2.237217;48.908458;La Garenne-Colombes;1
FRLGCPGACO351;92035;[2.257169, 48.913486];3000.0;2.257169;48.913486;La Garenne-Colombes;1
FRLGCPGACO111;92035;[2.249567, 48.906326];3000.0;2.249567;48.906326;La Garenne-Colombes;1
FRE04POAZS22331;26058;[4.888315, 44.966278];50000.0;4.888315;44.966278;Bourg-lès-Valence;2
FRE04POAZS22211;91479;[2.365344, 48.732587];350000.0;2.365344;48.732587;Paray-Vieille-Poste;2
FRM54PCUGN7911;54061;[6.673311, 48.569703];22000.0;6.673311;48.569703;Bénaménil;2
FRM54PCUGN7611;54373;[6.529611, 48.574109];22000.0;6.529611;48.574109;Moncel-lès-Lunéville;2
FRM54PCUGN8011;54520;[6.622318, 48.578039];22000.0;6.622318;48.578039;Thiébauménil;2
FRM54PCUGN7812;54303;[6.604733, 48.539439];22000.0;6.604733;48.539439;Laronxe;2
FRM54PCUGN8111;54329;[6.50647, 48.584835];22000.0;6.50647;48.584835;Lunéville;2
FRM54PCUGN7712;54595;[6.461325, 48.533034];22000.0;6.461325;48.533034;Xermaménil;2
FRM54PCUGN7011;54125;[6.632634, 48.519024];22000.0;6.632634;48.519024;Chenevières;2
FRM54PCUGN7512;54365;[6.774703, 48.480564];22000.0;6.774703;48.480564;Merviller;2
FRM54PCUGN7412;54539;[6.815633, 48.480022];22000.0;6.815633;48.480022;Vacqueville;2
FRM54PCUGN6912;54206;[6.541528, 48.529466];22000.0;6.541528;48.529466;Fraimbois;2
FRM54PCUGN7312;54560;[6.813043, 48.466942];22000.0;6.813043;48.466942;Veney;2
FRM54PCUGN7212;54287;[6.79138, 48.419586];22000.0;6.79138;48.419586;Lachapelle;2
FRM54PCUGN7112;54543;[6.550392, 48.463424];22000.0;6.550392;48.463424;Vallois;2
FRM54PCUGN4622;54395;[6.188514, 48.684557];22000.0;6.188514;48.684557;Nancy;2
FRM54PCUGN8212;54209;[6.451822, 48.500395];22000.0;6.451822;48.500395;Franconville;2
FRM54PCUGN5211;54329;[6.503267, 48.59336];22000.0;6.503267;48.59336;Lunéville;2
FRM54PCUGN5711;54472;[6.607995, 48.531142];22000.0;6.607995;48.531142;Saint-Clément;2
FRM54PCUGN5612;54039;[6.739727, 48.443202];22000.0;6.739727;48.443202;Baccarat;2
FRM54PCUGN5412;54038;[6.694515, 48.487852];22000.0;6.694515;48.487852;Azerailles;2
FRM54PCUGN5312;54329;[6.500003, 48.591825];22000.0;6.500003;48.591825;Lunéville;2
FRM54PCUGN5112;54329;[6.489549, 48.591508];22000.0;6.489549;48.591508;Lunéville;2
FRM54PCUGN5012;54329;[6.495991, 48.592458];22000.0;6.495991;48.592458;Lunéville;2
FRM54PCUGN4912;54329;[6.489047, 48.598501];22000.0;6.489047;48.598501;Lunéville;2
FRM54PCUGN4812;54329;[6.497805, 48.588446];22000.0;6.497805;48.588446;Lunéville;2
FRM54PCUGN4712;54449;[6.468064, 48.562346];22000.0;6.468064;48.562346;Rehainviller;2
FRM54PCUGN5811;54039;[6.739262, 48.447748];22000.0;6.739262;48.447748;Baccarat;2
FRM54PCUGN5911;54040;[6.8961, 48.4972];22000.0;6.8961;48.4972;Badonviller;1
FRM54PCUGN6011;54077;[6.8437, 48.5895];22000.0;6.8437;48.5895;Blâmont;2
FRM54PCUGN6812;54349;[6.650546, 48.58364];22000.0;6.650546;48.58364;Manonviller;2
FRM54PCUGN6712;54260;[6.499564, 48.567491];22000.0;6.499564;48.567491;Hériménil;2
FRM54PCUGN6612;54588;[6.439919, 48.600135];22000.0;6.439919;48.600135;Vitrimont;3
FRM54PCUGN6512;54222;[6.5098, 48.4952];22000.0;6.5098;48.4952;Gerbéviller;2
FRM54PCUGN6412;54176;[6.4859, 48.6548];22000.0;6.4859;48.6548;Einville-au-Jard;2
FRM54PCUGN6312;54152;[6.3871, 48.5571];22000.0;6.3871;48.5571;Damelevières;2
FRM54PCUGN6212;54129;[6.946, 48.5813];22000.0;6.946;48.5813;Cirey-sur-Vezouze;2
FRM54PCUGN6112;54076;[6.4086, 48.5553];22000.0;6.4086;48.5553;Blainville-sur-l'Eau;2
FRM54PCUGN9312;54243;[6.729624, 48.517423];22000.0;6.729624;48.517423;Hablainville;2
FRM54PCUGN8311;54255;[6.50141, 48.499449];22000.0;6.50141;48.499449;Haudonville;2
FRM54PCUGN10912;54150;[6.145511, 48.779856];50000.0;6.145511;48.779856;Custines;2
FRM54PCUGN10512;54312;[6.113954, 48.937585];50000.0;6.113954;48.937585;Lesménils;2
FRM54PCUGN10611;[5.871263, 48.651079];50000;5.871263;48.651079;;;2
FRM54PCUGN10811;54008;[5.908144, 48.545392];50000.0;5.908144;48.545392;Allain;2
FRM54PCUGN11111;54585;[6.322902, 48.468331];22000.0;6.322902;48.468331;Virecourt;2
FRM54PCUGN11211;54115;[6.167017, 48.735001];22000.0;6.167017;48.735001;Champigneulles;2
FRM54PCUGN11321;54281;[6.500923, 48.603982];22000.0;6.500923;48.603982;Jolivet;2
FRM54PCUGN10312;54029;[5.891198, 49.366949];50000.0;5.891198;49.366949;Audun-le-Roman;2
FRM54PCUGN10212;54135;[5.897909, 48.528022];22000.0;5.897909;48.528022;Colombey-les-Belles;2
FRM54PCUGN10112;54297;[6.651412, 48.611865];22000.0;6.651412;48.611865;Laneuveville-aux-Bois;2
FRM54PCUGN10012;54217;[6.732776, 48.481303];22000.0;6.732776;48.481303;Gélacourt;2
FRM54PCUGN9912;54229;[6.691154, 48.473567];22000.0;6.691154;48.473567;Glonville;2
FRM54PCUGN9812;54292;[6.44907, 48.52959];22000.0;6.44907;48.52959;Lamath;2
FRM54PCUGN9712;54154;[6.735212, 48.444032];22000.0;6.735212;48.444032;Deneuvre;2
FRM54PCUGN11421;54350;[6.601472, 48.589796];22000.0;6.601472;48.589796;Marainviller;2
FRM54PCUGN9111;54450;[6.766798, 48.509037];22000.0;6.766798;48.509037;Reherrey;2
FRM54PCUGN8411;54393;[6.569545, 48.483286];22000.0;6.569545;48.483286;Moyen;2
FRM54PCUGN8511;54331;[6.566207, 48.444874];22000.0;6.566207;48.444874;Magnières;2
FRM54PCUGN8611;54201;[6.66004, 48.45428];22000.0;6.66004;48.45428;Fontenoy-la-Joûte;2
FRM54PCUGN8711;54199;[6.655137, 48.497517];22000.0;6.655137;48.497517;Flin;2
FRM54PCUGN8811;54519;[6.810074, 48.412013];22000.0;6.810074;48.412013;Thiaville-sur-Meurthe;2
FRM54PCUGN8911;54065;[6.792528, 48.429512];22000.0;6.792528;48.429512;Bertrichamps;2
FRM54PCUGN9011;54101;[6.749424, 48.497579];22000.0;6.749424;48.497579;Brouville;2
FRM54PCUGN11611;54300;[6.235897, 48.651288];22000.0;6.235897;48.651288;Laneuveville-devant-Nancy;2
FRM54PCUGN9211;54555;[6.753659, 48.515558];22000.0;6.753659;48.515558;Vaxainville;2
FRM54PCUGN9612;54422;[6.741191, 48.528566];22000.0;6.741191;48.528566;Pettonville;2
FRM54PCUGN9411;54116;[6.529493, 48.596794];22000.0;6.529493;48.596794;Chanteheux;2
FRM54PCUGN9511;54550;[6.62415, 48.506082];22000.0;6.62415;48.506082;Vathiménil;2
FRM54PCUGN11912;54430;[6.132647, 48.771853];22000.0;6.132647;48.771853;Pompey;2
FRM54PCUGN11812;54547;[6.186692, 48.669613];22000.0;6.186692;48.669613;Vandœuvre-lès-Nancy;2
FRM54PCUGN1011;54439;[6.252662, 48.707504];22000.0;6.252662;48.707504;Pulnoy;2
FRM54PCUGN411;54395;[6.173022, 48.689762];22000.0;6.173022;48.689762;Nancy;2
FRM54PCUGN511;54395;[6.196215, 48.694878];22000.0;6.196215;48.694878;Nancy;2
FRM54PCUGN611;54184;[6.225206, 48.702408];22000.0;6.225206;48.702408;Essey-lès-Nancy;2
FRM54PCUGN821;54526;[6.209852, 48.694763];22000.0;6.209852;48.694763;Tomblaine;2
FRM54PCUGN911;54265;[6.180104, 48.645809];22000.0;6.180104;48.645809;Houdemont;2
FRM54PCUGN2211;54079;[6.052047, 48.883568];22000.0;6.052047;48.883568;Blénod-lès-Pont-à-Mousson;2
FRM54PCUGN1311;54439;[6.250865, 48.702171];22000.0;6.250865;48.702171;Pulnoy;2
FRM54PCUGN1411;54300;[6.22903, 48.658569];22000.0;6.22903;48.658569;Laneuveville-devant-Nancy;2
FRM54PCUGN1611;54395;[6.142407, 48.698059];22000.0;6.142407;48.698059;Nancy;2
FRM54PCUGN1711;54395;[6.199602, 48.69315];22000.0;6.199602;48.69315;Nancy;2
FRM54PCUGN1911;54304;[6.133857, 48.699406];22000.0;6.133857;48.699406;Laxou;2
FRM54PCUGN342;54395;[6.175165, 48.690281];3000.0;6.175165;48.690281;Nancy;2
FRM54PCUGN111;54395;[6.17407, 48.686047];22000.0;6.17407;48.686047;Nancy;2
FRM54PCUGN211;54395;[6.177347, 48.687977];22000.0;6.177347;48.687977;Nancy;2
FRM54PCUGN2112;54157;[6.068884, 48.842911];22000.0;6.068884;48.842911;Dieulouard;2
FRM54PCUGN3211;54284;[5.77921, 49.289143];22000.0;5.77921;49.289143;Joudreville;2
FRM54PCUGN3612;54547;[6.145994, 48.649043];22000.0;6.145994;48.649043;Vandœuvre-lès-Nancy;2
FRM54PCUGN3512;54395;[6.175381, 48.689914];22000.0;6.175381;48.689914;Nancy;2
FRM54PCUGN3112;54536;[5.900021, 49.311222];22000.0;5.900021;49.311222;Tucquegnieux;2
FRM54PCUGN2612;54181;[5.902419, 49.415974];22000.0;5.902419;49.415974;Errouville;2
FRM54PCUGN3011;54362;[5.75571, 49.388744];22000.0;5.75571;49.388744;Mercy-le-Bas;2
FRM54PCUGN2912;54295;[5.804458, 49.321175];22000.0;5.804458;49.321175;Landres;2
FRM54PCUGN2812;54029;[5.905749, 49.366657];22000.0;5.905749;49.366657;Audun-le-Roman;2
FRM54PCUGN2712;54149;[5.930792, 49.429157];22000.0;5.930792;49.429157;Crusnes;2
FRM54PCUGN3711;54328;[6.16177, 48.622033];22000.0;6.16177;48.622033;Ludres;2
FRM54PCUGN2311;54533;[5.930843, 49.324322];22000.0;5.930843;49.324322;Trieux;2
FRM54PCUGN4322;54395;[6.185137, 48.692368];22000.0;6.185137;48.692368;Nancy;2
FRM54PCUGN4212;54397;[6.099536, 48.614155];22000.0;6.099536;48.614155;Neuves-Maisons;2
FRM54PCUGN4112;54111;[6.092196, 48.618467];22000.0;6.092196;48.618467;Chaligny;2
FRM54PCUGN4012;54439;[6.252347, 48.70712];22000.0;6.252347;48.70712;Pulnoy;2
FRM54PCUGN3912;54257;[6.194121, 48.649816];22000.0;6.194121;48.649816;Heillecourt;2
FRM54PCUGN3812;54547;[6.17863, 48.666908];22000.0;6.17863;48.666908;Vandœuvre-lès-Nancy;2
FRM54PCUGN4411;54395;[6.183827, 48.695024];22000.0;6.183827;48.695024;Nancy;2
FRM54PCUGN2411;54084;[5.834023, 49.327763];22000.0;5.834023;49.327763;Mont-Bonvillers;2
FRM54PCUGN2512;55063;[5.741943, 49.293346];22000.0;5.741943;49.293346;Bouligny;2
FRS17PMB172412;17172;[-0.678903, 45.568583];50000.0;-0.678903;45.568583;Gémozac;2
FRS17PMB172511;17016;[-0.303649, 45.527902];43000.0;-0.303649;45.527902;Archiac;2
FRS17PMB174011;17003;[-0.936192, 46.114931];43000.0;-0.936192;46.114931;Aigrefeuille-d'Aunis;3
FRS17PMB174211;17299;[-0.96002, 45.944355];43000.0;-0.96002;45.944355;Rochefort;3
FRS17PMB174111;17299;[-0.958623, 45.934373];43000.0;-0.958623;45.934373;Rochefort;3
FRS17PMB172312;17309;[-0.013245, 45.157408];50000.0;-0.013245;45.157408;Saint-Aigulin;2
FRS17PMB174813;17072;[-0.422257, 45.774072];50000.0;-0.422257;45.774072;Burie;3
FRS17PMB171912;17051;[-1.392039, 46.183592];50000.0;-1.392039;46.183592;Le Bois-Plage-en-Ré;2
FRS17PMB173912;17360;[-1.317532, 46.155851];50000.0;-1.317532;46.155851;Sainte-Marie-de-Ré;3
FRS17PMB171712;17331;[-0.568038, 45.480921];50000.0;-0.568038;45.480921;Saint-Genis-de-Saintonge;2
FRS17PMB171811;17461;[-1.060593, 45.64539];43000.0;-1.060593;45.64539;Vaux-sur-Mer;2
FRS17PMB172011;17306;[-1.050769, 45.62793];43000.0;-1.050769;45.62793;Royan;2
FRS17PMB176012;17323;[-1.378539, 46.027521];50000.0;-1.378539;46.027521;Saint-Denis-d'Oléron;2
FRS17PMB172111;17224;[-0.31735, 45.869989];43000.0;-0.31735;45.869989;Matha;2
FRS17PMB172211;17385;[-1.30677, 45.941801];43000.0;-1.30677;45.941801;Saint-Pierre-d'Oléron;2
FRS17PMB175012;17147;[-0.505448, 45.817534];50000.0;-0.505448;45.817534;Écoyeux;3
FRS17PMB174913;17314;[-0.496067, 45.764361];50000.0;-0.496067;45.764361;Saint-Césaire;3
FRS17PMB174311;17240;[-0.406388, 45.284856];43000.0;-0.406388;45.284856;Montendre;3
FRS17PMB174411;17086;[-0.556037, 45.717543];43000.0;-0.556037;45.717543;Chaniers;3
FRS17PMB174511;17347;[-0.510211, 45.940547];43000.0;-0.510211;45.940547;Saint-Jean-d'Angély;3
FRS17PMB174611;17347;[-0.529733, 45.948627];43000.0;-0.529733;45.948627;Saint-Jean-d'Angély;3
FRS17PMB174711;17299;[-0.962153, 45.94209];43000.0;-0.962153;45.94209;Rochefort;3
FRS17PMB175812;17421;[-0.929732, 45.666839];22000.0;-0.929732;45.666839;Saujon;2
FRS17PMB175111;17278;[-0.779485, 45.700818];43000.0;-0.779485;45.700818;Pisany;3
FRS17PMB175613;17409;[-1.01114, 45.67263];50000.0;-1.01114;45.67263;Saint-Sulpice-de-Royan;3
FRS17PMB175513;17161;[-1.33143, 46.19102];50000.0;-1.33143;46.19102;La Flotte;3
FRS17PMB175413;17391;[-1.06977, 46.14952];50000.0;-1.06977;46.14952;Saint-Rogatien;3
FRS17PMB175313;17306;[-1.018217, 45.62523];50000.0;-1.018217;45.62523;Royan;3
FRS17PMB175213;17306;[-1.033112, 45.620421];50000.0;-1.033112;45.620421;Royan;3
FRS17PMB173813;17207;[-1.432498, 46.224022];50000.0;-1.432498;46.224022;Loix;3
FRS17PMB173313;17024;[-0.345935, 46.019559];50000.0;-0.345935;46.019559;Aulnay;3
FRS17PMB171211;17449;[-0.892793, 45.943879];43000.0;-0.892793;45.943879;Tonnay-Charente;2
FRS17PMB171311;17236;[-0.569505, 45.373002];43000.0;-0.569505;45.373002;Mirambeau;3
FRS17PMB171411;17369;[-1.367359, 46.200984];43000.0;-1.367359;46.200984;Saint-Martin-de-Ré;2
FRS17PMB171511;17142;[-1.064226, 46.188736];43000.0;-1.064226;46.188736;Dompierre-sur-Mer;2
FRS17PMB171611;17337;[-1.351954, 45.972849];43000.0;-1.351954;45.972849;Saint-Georges-d'Oléron;2
FRS17PMB172611;17045;[-0.838119, 45.8611];43000.0;-0.838119;45.8611;Beurlay;2
FRS17PMB172712;17146;[-0.955017, 45.898288];50000.0;-0.955017;45.898288;Échillais;2
FRS17PMB172811;17225;[-1.178706, 45.691602];43000.0;-1.178706;45.691602;Les Mathes;2
FRS17PMB173011;17093;[-1.194709, 45.886536];43000.0;-1.194709;45.886536;Le Château-d'Oléron;3
FRS17PMB171112;17306;[-1.029349, 45.624614];50000.0;-1.029349;45.624614;Royan;2
FRS17PMB173112;17190;[-1.188403, 46.193318];50000.0;-1.188403;46.193318;L'Houmeau;3
FRS17PMB17111;17421;[-0.925464, 45.676244];43000.0;-0.925464;45.676244;Saujon;2
FRS17PMB17211;17434;[-0.752427, 46.104744];43000.0;-0.752427;46.104744;Surgères;2
FRS17PMB17311;17243;[-0.272705, 45.243315];43000.0;-0.272705;45.243315;Montlieu-la-Garde;2
FRS17PMB17411;17415;[-0.663373, 45.747971];22000.0;-0.663373;45.747971;Saintes;1
FRS17PMB17511;17283;[-0.548559, 45.577977];43000.0;-0.548559;45.577977;Pons;2
FRS17PMB17611;17297;[-1.276077, 46.159822];43000.0;-1.276077;46.159822;Rivedoux-Plage;2
FRS17PMB17711;17291;[-1.116179, 46.185988];43000.0;-1.116179;46.185988;Puilboreau;2
FRS17PMB17811;17347;[-0.517812, 45.94568];43000.0;-0.517812;45.94568;Saint-Jean-d'Angély;2
FRS17PMB17911;17140;[-1.265068, 45.91099];43000.0;-1.265068;45.91099;Dolus-d'Oléron;2
FRS17PMB171011;17274;[-1.094403, 46.152379];43000.0;-1.094403;46.152379;Périgny;2
FRS17PMB173512;17120;[-0.813299, 45.740856];50000.0;-0.813299;45.740856;Corme-Royal;3
FRS17PMB173713;17091;[-1.096399, 46.300894];50000.0;-1.096399;46.300894;Charron;3
FRS17PMB173211;17397;[-0.678354, 45.876197];43000.0;-0.678354;45.876197;Saint-Savinien;3
FRS17PMB173613;17094;[-1.079027, 46.08067];50000.0;-1.079027;46.08067;Châtelaillon-Plage;3
FRS17PMB173413;17452;[-1.142896, 45.768927];50000.0;-1.142896;45.768927;La Tremblade;3
FRSIGPSIGE18341;92073;[2.209007, 48.863623];7000.0;2.209007;48.863623;Suresnes;1
FRSIGPSIGE18212;92040;[2.265278, 48.819562];22000.0;2.265278;48.819562;Issy-les-Moulineaux;2
FRSIGPSIGE18511;92007;[2.313149, 48.790097];7000.0;2.313149;48.790097;Bagneux;1
FRSIGPSIGE18411;92073;[2.221831, 48.8768];7000.0;2.221831;48.8768;Suresnes;1
FRSIGPSIGE18112;94046;[2.456492, 48.808336];22000.0;2.456492;48.808336;Maisons-Alfort;2
FRSIGPSIGE17811;77294;[2.642232, 48.974569];22000.0;2.642232;48.974569;Mitry-Mory;2
FRSIGPSIGE18012;92072;[2.213168, 48.821562];22000.0;2.213168;48.821562;Sèvres;2
FRSIGPSIGE17911;77294;[2.612309, 48.98021];22000.0;2.612309;48.98021;Mitry-Mory;2
FRSIGPSIGE17741;92036;[2.313813, 48.919804];7000.0;2.313813;48.919804;Gennevilliers;1
FRSIGPSIGE17612;77479;[2.637631, 48.873611];24000.0;2.637631;48.873611;Vaires-sur-Marne;2
FRSIGPSIGE17512;91064;[2.216118, 48.751964];22000.0;2.216118;48.751964;Bièvres;2
FRSIGPSIGE17412;95369;[2.288179, 49.003723];22000.0;2.288179;49.003723;Margency;2
FRSIGPSIGE18711;92007;[2.304591, 48.799297];7000.0;2.304591;48.799297;Bagneux;1
FRSIGPSIGE19411;95612;[2.479328, 49.009207];22000.0;2.479328;49.009207;Le Thillay;2
FRSIGPSIGE19711;78686;[2.1842, 48.800118];24000.0;2.1842;48.800118;Viroflay;2
FRSIGPSIGE19612;95091;[2.322472, 49.045307];22000.0;2.322472;49.045307;Bouffémont;2
FRSIGPSIGE19512;95091;[2.310958, 49.041152];22000.0;2.310958;49.041152;Bouffémont;2
FRSIGPSIGE19322;92048;[2.229961, 48.7865];22000.0;2.229961;48.7865;Meudon;2
FRSIGPSIGE18611;92007;[2.321975, 48.80181];7000.0;2.321975;48.80181;Bagneux;1
FRSIGPSIGE19212;78073;[2.028097, 48.799939];22000.0;2.028097;48.799939;Bois-d'Arcy;2
FRSIGPSIGE19112;91689;[2.329537, 48.739087];22000.0;2.329537;48.739087;Wissous;2
FRSIGPSIGE19012;94034;[2.322484, 48.755884];22000.0;2.322484;48.755884;Fresnes;2
FRSIGPSIGE18861;92007;[2.31427, 48.805902];7000.0;2.31427;48.805902;Bagneux;1
FRSIGPSIGE28512;95680;[2.388748, 49.006074];24000.0;2.388748;49.006074;Villiers-le-Bel;2
FRSIGPSIGE36911;95306;[2.176, 48.9915];22000.0;2.176;48.9915;Herblay-sur-Seine;1
FRSIGPSIGE36111;95252;[2.2277, 48.9842];22000.0;2.2277;48.9842;Franconville;1
FRSIGPSIGE36211;95256;[2.206, 49.0509];22000.0;2.206;49.0509;Frépillon;1
FRSIGPSIGE36311;95306;[2.127156, 49.004227];22000.0;2.127156;49.004227;Herblay-sur-Seine;1
FRSIGPSIGE36411;95306;[2.14247, 49.0004];22000.0;2.14247;49.0004;Herblay-sur-Seine;1
FRSIGPSIGE36511;95306;[2.15787, 49.0025];22000.0;2.15787;49.0025;Herblay-sur-Seine;1
FRSIGPSIGE36611;95306;[2.12663, 49.0169];22000.0;2.12663;49.0169;Herblay-sur-Seine;1
FRSIGPSIGE36711;95306;[2.1658, 48.99];22000.0;2.1658;48.99;Herblay-sur-Seine;1
FRSIGPSIGE36811;95306;[2.1449, 48.998];22000.0;2.1449;48.998;Herblay-sur-Seine;1
FRSIGPSIGE37111;95257;[2.181, 48.9796];7000.0;2.181;48.9796;La Frette-sur-Seine;1
FRSIGPSIGE38212;95607;[2.2215, 49.0258];7000.0;2.2215;49.0258;Taverny;2
FRSIGPSIGE37211;95257;[2.1813, 48.9621];22000.0;2.1813;48.9621;La Frette-sur-Seine;1
FRSIGPSIGE37311;95257;[2.17747, 48.9747];22000.0;2.17747;48.9747;La Frette-sur-Seine;1
FRSIGPSIGE37511;91645;[2.264582, 48.743228];7000.0;2.264582;48.743228;Verrières-le-Buisson;1
FRSIGPSIGE37811;95607;[2.2108, 49.0173];22000.0;2.2108;49.0173;Taverny;2
FRSIGPSIGE36011;95110;[2.2361, 48.9843];22000.0;2.2361;48.9843;;1
FRSIGPSIGE35911;95252;[2.2229, 48.9911];22000.0;2.2229;48.9911;Franconville;1
FRSIGPSIGE35711;95252;[2.2338, 48.994];7000.0;2.2338;48.994;Franconville;1
FRSIGPSIGE34011;95060;[2.20896, 49.0369];22000.0;2.20896;49.0369;Bessancourt;1
FRSIGPSIGE34111;95060;[2.2047, 49.0408];22000.0;2.2047;49.0408;Bessancourt;1
FRSIGPSIGE34211;95203;[2.27736, 48.9917];22000.0;2.27736;48.9917;Eaubonne;1
FRSIGPSIGE34311;95203;[2.27636, 49.0022];22000.0;2.27636;49.0022;Eaubonne;1
FRSIGPSIGE34511;95203;[2.27439, 48.98];22000.0;2.27439;48.98;Eaubonne;1
FRSIGPSIGE34611;95203;[2.26679, 48.995];22000.0;2.26679;48.995;Eaubonne;1
